PC1,PC2,PC3,PC4,PC5,PC6,PC7
-0.3921071636168719,0.7250604374021972,1.3531953219805821,-0.028575419289549934,-0.5611340265820952,-0.7832028310148771,0.1338786664058625
0.2706261814380043,-0.05522705032360254,1.0210307109370464,0.49129098503123686,-0.3828648768241856,-0.5438784197504778,-0.12536800396953576
0.02474123869664452,1.0542196292468402,1.8316112506191329,0.5533902664914648,-0.7390379643526334,-0.8098678326730319,-0.1135517222809143
-1.8419466667229425,0.14798946627822693,0.761246064124626,0.1866681914846303,-0.1824817943041664,-1.2605443007404058,0.48390030142983054
-3.0601502038086443,-0.21057231672623442,0.23498720685087143,-0.14206703511845606,0.05251849529562704,-0.8231809553946186,0.18476339585610208
-0.9107781050224987,-1.145527390608011,0.9754936665731123,0.7845026800194614,-0.09584143990861126,-0.4042311955024208,0.9667158551367163
-1.163580777868212,-0.9163739210422261,0.9557998137507386,0.14627875983719474,-0.21484610015481045,-0.7455219136627164,0.9057601939295346
-1.4302136188702252,-0.7482684467550008,2.8293932722853588,-0.3291118946642562,-0.7398419972392242,-0.0703863235616404,-0.6786241318984693
-0.734299282809397,-2.3516591863698575,1.7921026900612782,-0.3510319454521644,-0.5935738181591043,-0.8361543734035032,0.30621931842297123
-1.2622616465992453,-2.5665694649871913,2.17097292599886,-0.42686568858247503,-0.619870091240594,-1.3151747951418566,0.8767525107490224
-0.6398196914112763,-1.2725500479259992,2.0913039363575985,0.22593573512237455,-0.4978511955476828,-1.2620296624580252,1.4641525449187727
-0.03981262072648097,-0.6412464980633983,1.8440051238221118,0.6091100180637616,-0.4142873570954584,-0.20667424039681806,0.39367466562540787
0.3632773162447609,0.6958151047603702,2.547717127772649,0.9115616540680663,-0.9355653039586899,-0.8099196994954533,-0.8991775716279488
-0.8495342360629659,0.5644742788495315,2.681696625537566,0.28127468766028035,-0.7630383267889034,-0.6584257990025364,-0.322373669282339
0.5093666064351297,0.6809698706393184,2.945896961849081,1.3772262434482818,-0.37005821848059123,0.1934953343109971,-0.2978308065889386
1.5080365412544834,-0.6069237729725272,1.8485133277989936,1.1118170402880332,-0.3826903828739207,-0.05269341397717099,0.5710466779496389
0.6569686352675876,0.7421284503411616,3.220304472120326,1.2081914940620944,-0.6973721596058717,-0.2060354561769834,-0.6234930624405985
2.44572478771338,-0.7738062006601525,2.7056079826543646,2.7783761639129527,0.4609496143500776,1.3323688619062743,-0.4934285554901936
1.223210669584101,-0.2521146047738271,1.9797520033430753,0.006458288892708189,-0.9146638959706266,-0.7522202052629318,-0.5053831355775511
